Date,Product,Region,Units_Sold,Revenue,Profit
2026-06-04,Laminate Classic,East,20,34691,6439
2026-12-19,Laminate Classic,East,20,36781,7562
2026-01-30,Veneer Sheet,West,21,36103,6254
2025-12-03,Laminate Classic,South,16,22484,6669
2025-09-16,Laminate Classic,East,17,39950,5749
2026-11-16,Laminate Classic,South,21,33787,4910
2025-03-14,MDF Board,South,28,55705,15304
2025-09-01,Veneer Sheet,North,30,52153,9177
2026-02-08,MDF Board,South,49,53570,9386
2025-03-11,MDF Board,East,41,59591,10420
2027-01-04,Plywood Premium,North,37,75615,15964
2026-05-04,Plywood Premium,North,31,46445,11234
2025-08-08,Laminate Classic,East,29,31901,7541
2026-04-27,Laminate Classic,East,26,28300,8311
2026-08-05,Veneer Sheet,North,17,34301,8666
2026-10-02,Veneer Sheet,North,20,45220,10425
2025-11-08,Laminate Classic,East,21,26728,7484
2026-02-26,Plywood Premium,West,58,101342,27137
2026-04-20,Plywood Premium,North,20,42119,10895
2026-03-04,Veneer Sheet,North,31,42542,11369
2025-07-03,Plywood Premium,West,39,117740,24937
2026-06-16,Laminate Classic,South,25,25397,8317
2025-11-12,Laminate Classic,East,22,28063,8378
2026-06-18,MDF Board,South,34,47274,14623
2025-02-15,MDF Board,South,48,60443,9395
2025-10-24,Plywood Premium,North,26,52313,12857
2026-01-02,MDF Board,East,38,50093,12858
2025-01-27,Plywood Premium,North,24,46156,15821
2025-07-24,Veneer Sheet,North,22,30684,5908
2025-04-11,MDF Board,South,33,53127,12576
2025-04-29,Veneer Sheet,North,21,41439,11370
2026-05-22,Veneer Sheet,West,36,41021,7782
2025-09-19,Plywood Premium,West,57,102546,26698
2025-01-15,MDF Board,East,36,36976,12315
2026-11-21,Veneer Sheet,North,19,34116,11078
2025-02-25,Laminate Classic,East,29,35904,6913
2025-03-10,Laminate Classic,South,14,35173,7496
2026-10-13,Laminate Classic,East,26,29543,8604
2026-12-07,Plywood Premium,North,26,49397,11837
2025-10-04,Veneer Sheet,North,17,39554,7332
2026-05-29,Plywood Premium,North,30,68918,13568
2025-09-24,Plywood Premium,North,23,60973,16735
2026-10-26,Plywood Premium,West,61,79012,28212
2026-12-02,Laminate Classic,South,15,23122,7199
2026-04-29,Plywood Premium,West,35,104796,22766
2025-02-28,Laminate Classic,East,20,41579,6227
2026-07-27,Plywood Premium,North,38,69418,12630
2026-05-19,Laminate Classic,South,22,37768,4914
2026-11-21,Veneer Sheet,North,34,39204,10047
2025-06-11,Veneer Sheet,West,21,38430,8936
2026-07-21,Plywood Premium,West,57,106197,17257
2025-09-16,Laminate Classic,East,23,29586,7588
2025-11-09,Veneer Sheet,West,19,49682,6458
2025-06-05,Plywood Premium,North,26,63751,18652
2026-04-27,Plywood Premium,West,63,100692,23273
2025-11-30,Laminate Classic,South,18,27749,7379
2025-10-20,MDF Board,South,32,68618,14799
2025-09-22,Laminate Classic,South,22,31768,9159
2026-12-29,Plywood Premium,West,54,119321,27896
2025-11-23,Plywood Premium,North,23,46800,15129
2025-06-18,Veneer Sheet,North,31,34081,10230
2025-09-03,MDF Board,East,31,51681,7571
2026-01-23,Laminate Classic,East,27,41989,9350
2027-01-09,Veneer Sheet,West,26,42678,10720
2025-03-04,Laminate Classic,South,19,23755,7472
2027-01-25,Laminate Classic,South,20,34026,8579
2025-02-25,Veneer Sheet,North,37,48581,11632
2026-10-21,Laminate Classic,South,24,32819,5414
2025-06-12,MDF Board,South,46,44223,10947
2025-11-02,Laminate Classic,South,27,27386,7090
2026-11-26,Plywood Premium,West,39,105722,23979
2025-07-28,Veneer Sheet,North,20,40386,11010
2025-06-12,Plywood Premium,North,22,64945,15286
2026-02-21,Plywood Premium,West,52,77129,32126
2026-12-12,Veneer Sheet,North,20,37303,11184
2025-01-05,Plywood Premium,West,54,103996,25637
2025-12-08,MDF Board,South,28,57091,13551
2025-09-25,MDF Board,South,35,49150,12014
2025-06-08,Veneer Sheet,West,24,34411,8078
2025-08-30,Laminate Classic,South,26,32276,5284
2025-08-14,Plywood Premium,West,62,98688,20809
2026-12-20,MDF Board,East,23,58609,9718
2027-01-12,MDF Board,South,42,48736,10195
2026-02-28,Veneer Sheet,North,30,27816,5285
2025-03-17,Veneer Sheet,West,27,32617,8933
2026-11-02,Plywood Premium,North,41,75504,11917
2025-12-19,Laminate Classic,South,19,29293,5576
2026-05-30,Plywood Premium,West,44,74198,29919
2025-05-20,Veneer Sheet,North,23,43307,9125
2026-07-19,Laminate Classic,East,20,30528,8707
2025-08-12,Plywood Premium,North,36,74663,17274
2026-05-28,MDF Board,East,25,52430,13419
2025-09-05,Plywood Premium,West,37,87322,21165
2026-12-15,MDF Board,South,35,58687,14902
2025-10-20,MDF Board,South,49,70783,11996
2025-02-03,Laminate Classic,East,16,41753,5526
2026-03-16,Plywood Premium,West,43,114695,22540
2025-02-14,Laminate Classic,East,21,32759,7973
2026-11-25,Plywood Premium,North,27,63408,14661
2026-05-04,MDF Board,South,37,51070,15940
2025-07-02,MDF Board,East,44,56008,13273
2026-07-14,MDF Board,East,46,52797,11515
2026-10-08,Plywood Premium,West,32,82075,27746
2026-01-11,Laminate Classic,South,20,29101,8173
2026-04-23,Laminate Classic,South,15,35483,6402
2025-07-12,Laminate Classic,South,23,36433,5353
2025-04-30,MDF Board,South,37,65355,10611
2025-07-17,MDF Board,South,51,50363,14853
2025-06-05,Plywood Premium,North,42,80485,15816
2026-04-27,MDF Board,South,43,54405,11014
2026-01-02,Laminate Classic,East,20,40665,9567
2025-12-03,Veneer Sheet,West,34,41477,6833
2026-02-22,Veneer Sheet,West,32,43395,7677
2025-06-02,Laminate Classic,East,17,29151,7884
2026-11-24,Laminate Classic,South,18,36878,5419
2025-02-01,Plywood Premium,North,37,69651,11527
2026-09-26,Veneer Sheet,North,24,36846,6973
2025-04-11,Plywood Premium,North,35,48847,12316
2025-08-02,Veneer Sheet,North,32,53548,11381
2026-01-25,Plywood Premium,North,24,62078,17311
2026-10-06,Laminate Classic,East,20,27887,8486
2025-11-06,Laminate Classic,South,20,30041,8591
2026-07-12,Laminate Classic,South,15,36800,6961
2025-08-09,Plywood Premium,North,26,47584,17874
2025-06-16,Plywood Premium,North,20,47538,14616
2026-06-22,Plywood Premium,West,41,91078,21117
2026-03-27,Veneer Sheet,West,27,30897,8951
2027-01-13,Laminate Classic,East,25,30159,7419
2026-07-18,MDF Board,South,44,65405,9815
2025-12-08,Laminate Classic,South,27,30182,7763
2025-09-21,MDF Board,South,28,49157,12230
2025-03-12,MDF Board,East,27,50577,9651
2026-03-19,MDF Board,East,40,68006,12644
2026-09-21,Veneer Sheet,North,27,36273,5342
2026-04-03,MDF Board,East,22,43250,7874
2025-02-09,MDF Board,East,32,50757,9243
2025-11-28,Laminate Classic,East,25,36741,8066
2026-09-02,Laminate Classic,East,17,28052,5242
2026-04-26,Laminate Classic,East,21,34587,5963
2025-08-19,Veneer Sheet,West,28,34965,8440
2025-04-02,Laminate Classic,East,28,31840,6998
2025-09-14,Laminate Classic,South,22,29518,5874
2026-07-20,Laminate Classic,South,27,32732,7976
2025-08-15,Veneer Sheet,West,25,48459,9003
2026-01-22,Laminate Classic,East,27,38098,6057
2025-05-08,MDF Board,East,39,53593,11655
2026-09-25,MDF Board,East,24,55954,9593
2026-10-26,Veneer Sheet,North,24,51215,9345
2026-05-30,MDF Board,East,39,47506,10543
2026-08-18,MDF Board,South,31,58666,15480
2025-09-03,Laminate Classic,South,16,37976,8916
2026-05-25,Laminate Classic,South,22,23627,5756
2025-03-23,Plywood Premium,North,19,42657,15727
2025-07-03,MDF Board,South,33,53484,11572
2026-03-31,Laminate Classic,East,27,29318,8632
2025-02-10,Laminate Classic,South,24,28394,7117
2025-04-10,MDF Board,South,34,48354,15442
2025-06-26,MDF Board,East,35,37325,12407
2025-02-19,Veneer Sheet,West,20,48324,9112
2026-09-20,MDF Board,South,43,58756,10410
2025-08-29,Laminate Classic,East,31,33166,7534
2026-03-24,Laminate Classic,South,27,28782,5635
2025-05-30,MDF Board,South,32,46278,9752
2026-07-08,Laminate Classic,East,20,33728,9619
2026-10-11,Plywood Premium,North,27,55166,15597
2025-06-13,Laminate Classic,South,21,30141,6601
2026-03-11,Veneer Sheet,West,31,49933,10409
2025-10-16,MDF Board,East,44,61172,13083
2026-06-26,Laminate Classic,South,13,34445,7567
2025-09-29,Veneer Sheet,West,32,38075,8069
2025-10-18,Laminate Classic,South,19,39297,6456
2025-11-28,Veneer Sheet,West,32,36978,9851
2025-10-27,Plywood Premium,North,31,61617,14778
2026-10-01,Veneer Sheet,North,33,42357,6702
2026-03-28,MDF Board,South,33,49060,9254
2025-11-13,Laminate Classic,South,22,25555,5566
2026-10-04,MDF Board,South,51,55404,11895
2026-10-11,Laminate Classic,East,21,39218,9050
2025-08-10,MDF Board,South,36,50379,10120
2025-11-13,MDF Board,East,32,46538,11677
2025-07-21,Laminate Classic,South,28,29424,7883
2026-05-18,Laminate Classic,East,22,29515,6435
2026-08-17,Veneer Sheet,North,30,49732,8758
2025-09-08,Plywood Premium,West,60,81366,20371
2026-11-09,Laminate Classic,East,19,43261,9423
2025-05-11,Plywood Premium,West,45,86569,19687
2025-03-27,MDF Board,East,49,47797,9456
2026-05-11,Veneer Sheet,North,30,28075,8284
2025-08-11,MDF Board,East,43,53611,11285
2026-09-04,Laminate Classic,East,20,37248,5304
2025-12-03,MDF Board,East,25,51364,12383
2026-01-09,MDF Board,East,32,56509,13168
2026-10-16,Laminate Classic,South,16,36790,6658
2026-09-02,Plywood Premium,North,37,54987,17282
2025-04-18,MDF Board,East,30,45263,12718
2026-01-27,Laminate Classic,East,15,34533,6977
2025-01-25,Laminate Classic,South,22,32479,7381
2025-08-20,MDF Board,East,35,51331,8890
2025-01-20,Laminate Classic,South,24,30143,7101
2025-09-13,Laminate Classic,South,24,34309,5210
2026-01-11,Plywood Premium,West,55,104532,22283
2025-09-27,Laminate Classic,East,22,30031,5814
2026-08-12,MDF Board,South,33,63160,14868
2025-09-13,MDF Board,East,31,61766,8611
2025-02-04,Laminate Classic,East,15,39012,7580
2026-01-06,Plywood Premium,North,27,54988,14046
2026-07-22,Veneer Sheet,North,20,37653,9991
2025-08-19,MDF Board,East,47,57072,9701
2025-11-02,Laminate Classic,East,30,33560,6068
2026-04-29,Laminate Classic,East,15,34944,7314
2026-06-11,Plywood Premium,North,23,43748,13352
2026-06-17,Laminate Classic,South,14,38636,6238
2026-05-23,Plywood Premium,West,34,70353,26990
2026-11-19,MDF Board,East,30,55606,11351
2025-09-15,MDF Board,South,49,65205,10464
2026-06-01,MDF Board,South,51,59749,14282
2025-10-21,Laminate Classic,South,15,27668,7196
2025-08-04,MDF Board,East,47,51136,11473
2026-06-18,Veneer Sheet,West,26,35679,6368
2026-02-23,Laminate Classic,East,23,39072,7107
2026-03-19,Laminate Classic,East,30,32807,8310
2025-09-01,Plywood Premium,West,41,81144,24211
2026-11-28,Veneer Sheet,West,29,48100,9600
2025-03-30,Laminate Classic,South,14,31533,6824
2026-03-11,Laminate Classic,South,24,25425,4598
2025-12-24,Veneer Sheet,West,28,30514,6754
2025-07-01,Laminate Classic,East,27,26272,6375
2026-10-16,Plywood Premium,North,29,65886,16524
2025-04-27,MDF Board,South,29,56469,15711
2026-01-16,Plywood Premium,North,31,57483,14679
2026-06-07,Laminate Classic,East,23,28812,7310
2026-08-16,Veneer Sheet,North,30,35939,6584
2026-07-04,MDF Board,East,47,45504,11521
2026-09-12,MDF Board,East,42,56646,13601
2025-05-27,MDF Board,East,32,53394,13373
2026-06-24,Laminate Classic,South,24,28707,6514
2026-08-16,Plywood Premium,West,29,99632,24238
2026-03-28,Laminate Classic,East,31,29360,9089
2026-05-07,Veneer Sheet,North,27,33930,8343
2025-09-27,Veneer Sheet,North,20,28048,8884
2025-03-05,Laminate Classic,East,27,41749,9294
2026-03-09,Laminate Classic,East,29,29655,8345
2025-01-08,MDF Board,South,30,54913,11022
2026-04-14,MDF Board,East,32,64693,11487
2026-10-31,Laminate Classic,East,27,40084,5690
2025-02-27,Laminate Classic,East,18,31311,7869
2027-01-10,Laminate Classic,East,18,31026,8805
2025-06-09,Veneer Sheet,West,29,29758,9649
2026-06-29,Plywood Premium,West,38,109497,18152
2026-01-18,Laminate Classic,South,16,35283,7272
2026-12-03,MDF Board,South,25,49645,9196
2026-10-22,Laminate Classic,South,23,38129,8588
2025-06-16,Plywood Premium,North,34,64924,10534
2025-01-28,MDF Board,South,40,64099,15886
2026-09-20,Plywood Premium,North,36,49881,13984
2025-11-22,Plywood Premium,North,31,47672,16053
2026-10-29,Veneer Sheet,West,32,48356,8544
2026-03-17,Plywood Premium,West,37,99078,21573
2026-10-16,Plywood Premium,North,33,53206,13631
2025-11-11,MDF Board,East,23,48674,12031
2026-01-21,Veneer Sheet,North,39,37703,6793
2025-06-22,Laminate Classic,South,25,24868,6432
2026-02-17,Veneer Sheet,West,19,40651,7528
2026-03-19,Plywood Premium,North,33,64540,18164
2026-07-16,Veneer Sheet,North,28,33558,7070
2026-10-11,Veneer Sheet,West,27,31588,9184
2025-04-19,Plywood Premium,West,58,105953,28748
2025-12-02,MDF Board,South,32,45619,11633
2026-12-24,Laminate Classic,South,18,25791,5647
2026-01-02,Veneer Sheet,North,28,47793,10493
2025-01-26,MDF Board,East,29,60062,9346
2026-02-14,Laminate Classic,South,15,24838,7602
2025-06-11,Laminate Classic,East,20,26807,7255
2026-12-31,MDF Board,South,36,59785,11982
2025-09-12,Laminate Classic,East,15,29607,5333
2026-04-30,Laminate Classic,East,17,36739,6607
2025-10-01,Plywood Premium,North,36,67784,10995
2025-10-27,MDF Board,East,41,53526,13639
2026-06-22,Veneer Sheet,West,35,35492,6603
2025-11-30,Plywood Premium,North,30,59513,16996
2025-12-24,Veneer Sheet,West,20,41078,10356
2025-12-20,MDF Board,South,48,42654,9974
2025-08-24,MDF Board,South,43,53419,14953
2026-04-12,Veneer Sheet,North,30,45700,8350
2026-09-28,Plywood Premium,North,43,72064,12677
2025-03-17,Laminate Classic,South,23,38914,6529
2026-03-11,Veneer Sheet,West,28,39833,9688
2025-12-08,MDF Board,East,33,38738,9391
2025-03-06,Plywood Premium,West,32,76354,23436
2025-02-28,Plywood Premium,West,49,100914,21149
2026-12-29,Plywood Premium,West,47,80420,23195
2026-11-18,Veneer Sheet,West,31,35733,8963
2025-05-28,MDF Board,East,35,61806,9842
2026-10-18,Veneer Sheet,West,31,41417,8209
2026-10-12,MDF Board,South,25,63163,8426
2025-05-15,Laminate Classic,East,17,31934,8519
2026-07-07,Veneer Sheet,West,28,35455,7279
2026-09-11,Plywood Premium,North,26,70812,10376
2025-08-11,MDF Board,East,35,58363,12163
2026-03-13,Plywood Premium,West,52,108563,25760
2026-03-28,Laminate Classic,East,28,25846,8389
2025-07-12,MDF Board,South,28,66540,9334
2025-03-25,Veneer Sheet,North,35,37000,6752
2027-01-07,Veneer Sheet,West,31,38117,10049
2026-03-02,Plywood Premium,West,49,86734,19474
2025-02-08,Veneer Sheet,North,26,35446,8280
2025-10-06,Laminate Classic,South,16,37345,5996
2025-07-14,Laminate Classic,South,25,26087,7209
2026-06-21,Veneer Sheet,North,32,34079,10583
2026-03-23,Laminate Classic,South,22,32184,6005
2026-07-24,Plywood Premium,West,33,81029,15426
2026-05-28,Plywood Premium,North,24,74581,18388
2025-03-28,Laminate Classic,East,21,28529,8763
2025-11-13,Plywood Premium,North,32,45790,10755
2026-01-24,Veneer Sheet,North,22,46974,10415
2025-07-06,Veneer Sheet,West,25,42823,7328
2025-10-07,MDF Board,South,35,67798,9582
2026-01-08,MDF Board,East,31,56064,10951
2026-11-14,MDF Board,East,36,60829,10589
2025-05-30,Veneer Sheet,West,24,38859,6844
2026-05-14,MDF Board,East,40,62701,9797
2025-08-23,Plywood Premium,North,23,52917,14777
2025-11-13,Plywood Premium,North,21,64977,11189
2025-11-29,Veneer Sheet,North,32,47296,10898
2026-12-30,Plywood Premium,North,20,46243,9968
2025-08-01,Laminate Classic,East,18,27649,7642
2025-02-26,Laminate Classic,East,15,26881,5101
2025-06-29,Laminate Classic,South,21,25791,5517
2026-07-12,Veneer Sheet,North,23,37926,7152
2025-10-20,Veneer Sheet,North,37,43854,7292
2025-09-28,Laminate Classic,South,17,35079,7467
2026-08-06,Plywood Premium,North,32,65671,18614
2025-10-21,Plywood Premium,West,48,90159,23477
2026-05-14,Plywood Premium,West,62,87592,28736
2025-03-23,MDF Board,East,32,44514,13118
2025-02-19,Laminate Classic,South,27,35384,5218
2025-06-30,Laminate Classic,East,26,33917,4994
2026-01-01,Veneer Sheet,North,24,40325,10115
2025-12-31,Veneer Sheet,North,37,43114,8474
2026-10-09,Plywood Premium,North,40,68492,14184
2026-10-29,MDF Board,East,42,42494,10246
2026-01-04,Laminate Classic,South,29,26619,8193
2026-07-22,Veneer Sheet,North,32,49632,8913
2025-11-04,Plywood Premium,West,43,105492,31389
2026-09-06,Veneer Sheet,West,29,45111,10625
2026-02-18,Laminate Classic,East,24,43664,8294
2026-04-23,MDF Board,East,28,48435,10999
2026-01-23,Laminate Classic,East,31,31341,7807
2025-04-17,Veneer Sheet,West,34,35412,7200
2026-11-25,Veneer Sheet,North,26,38364,8418
2025-06-26,Veneer Sheet,North,25,46292,10990
2025-03-17,Laminate Classic,East,26,36718,5856
2026-08-03,Plywood Premium,North,40,61920,17524
2026-09-11,Veneer Sheet,West,25,41881,7922
2026-05-26,MDF Board,East,41,56443,13614
2026-08-14,Laminate Classic,South,27,32184,7103
2026-01-22,Veneer Sheet,West,27,41531,6799
2025-03-20,Plywood Premium,West,34,118270,18359
2025-05-04,MDF Board,East,26,60726,14616
2025-04-17,Veneer Sheet,North,22,43703,10667
2026-11-26,Laminate Classic,South,23,26778,4924
2025-09-04,MDF Board,East,44,53124,12461
2025-02-28,Plywood Premium,West,62,87283,18836
2025-08-27,Veneer Sheet,West,36,42263,10906
2025-03-20,Plywood Premium,North,32,65937,14616
2026-06-13,Laminate Classic,South,26,36984,7140
2025-02-24,MDF Board,East,29,55341,12955
2026-09-12,Veneer Sheet,West,32,37624,6932
2026-07-12,Veneer Sheet,North,29,38111,11647
2026-02-04,MDF Board,East,29,41639,9689
2026-11-09,Plywood Premium,North,32,52579,9738
2026-06-10,Veneer Sheet,West,28,40887,8243
2026-10-19,Laminate Classic,East,23,27099,6955
2025-11-29,Laminate Classic,East,23,35196,9006
2025-10-18,Veneer Sheet,North,37,45282,10135
2026-10-13,Plywood Premium,North,25,69749,14811
2025-11-03,Veneer Sheet,West,28,48405,11334
2026-10-27,Laminate Classic,South,26,31036,7872
2025-05-09,Laminate Classic,East,30,39168,7449
2026-02-13,Laminate Classic,South,23,32490,7152
2026-09-19,Veneer Sheet,North,35,45913,9848
2025-11-09,Veneer Sheet,North,20,45551,6405
2026-05-29,Laminate Classic,East,24,31984,5615
2026-03-19,Laminate Classic,South,16,33953,6125
2026-11-25,Veneer Sheet,North,25,41735,11864
2026-12-31,MDF Board,East,26,49587,9941
2026-05-16,Plywood Premium,North,38,54007,13673
2025-12-21,Laminate Classic,South,13,31530,8072
2026-01-08,Veneer Sheet,North,29,45409,6736
2026-01-12,Veneer Sheet,North,27,46628,7195
2026-10-11,Plywood Premium,West,43,108749,24790
2026-05-04,Plywood Premium,North,31,52223,17203
2026-01-30,Laminate Classic,South,13,27427,4925
2025-11-29,Laminate Classic,East,15,35767,7555
2026-05-31,MDF Board,East,41,46021,11546
2025-12-13,MDF Board,South,40,52599,9001
2026-02-23,Plywood Premium,North,21,71799,11185
2025-12-26,MDF Board,East,48,44331,11249
2025-06-15,MDF Board,South,25,60107,8780
2025-03-17,MDF Board,South,45,52166,11740
2026-09-02,Laminate Classic,South,20,31590,5586
2027-01-12,Plywood Premium,North,29,53147,16038
2025-12-17,MDF Board,East,31,41459,9840
2025-06-16,MDF Board,South,53,45981,11204
2025-04-07,Plywood Premium,West,37,80237,26050
2026-05-19,Veneer Sheet,West,30,35920,9894
2026-01-23,Veneer Sheet,West,17,45832,6397
2026-10-25,Laminate Classic,East,28,26456,7360
2026-04-22,MDF Board,East,47,59270,10270
2025-07-16,Laminate Classic,South,25,36224,8585
2025-05-05,MDF Board,South,42,70870,12148
2026-04-29,Plywood Premium,West,57,105122,27214
2025-12-18,Veneer Sheet,North,23,47420,7779
2025-02-15,Plywood Premium,West,39,82899,17537
2025-08-29,Laminate Classic,South,18,35900,6780
2026-10-09,MDF Board,East,44,69766,9408
2025-01-23,Plywood Premium,West,40,73558,26446
2026-02-23,Laminate Classic,East,28,40095,6047
2025-02-07,Laminate Classic,South,23,23398,6455
2025-06-12,Laminate Classic,East,24,29502,7296
2025-01-25,Veneer Sheet,North,34,51370,6958
2025-11-12,Laminate Classic,South,19,33736,7988
2025-06-04,Plywood Premium,West,51,95453,15901
2026-10-08,Laminate Classic,East,24,31243,5696
2026-09-20,MDF Board,East,28,65217,13289
2026-10-24,Laminate Classic,South,29,34951,8061
2025-12-03,Laminate Classic,East,18,33074,5390
2025-09-28,MDF Board,South,37,69627,11721
2026-06-15,Laminate Classic,East,31,39259,9079
2026-11-14,Plywood Premium,North,25,40629,15882
2025-06-09,Plywood Premium,North,28,42555,11046
